Last name,First name,MI/name,Regiment,Company,Place of birth,Enlistment date,Enlistment location,Residence,Age,Occupation,Marital status,Complexion,Wounded,Died in service,Muster out date,Sign name,Substitue,Substitute for,Box,Folder,Notes
Carpenter,Amos,F.,29,C.,"Greenwich, Connecticut",12/14/1863,Bridgeport,,30,Laborer,Married,Black,,,,true,false,,1,3,
Carpenter,George,E.,29,F.,"Danbury, Connecticut",11/28/1863,New Milford,,29,Laborer,,Black,,,,true,false,,1,3,
Carpenter,John,H.,29,H.,"Stockbridge, Massachusetts",1/5/1864,Bridgeport,,25,Farmer,Married,Black,,,,false,false,,1,3,
Carpenter,Silas,M.,29,F.,"Greenwich, Connecticut",12/19/1863,New Haven,Wolcott,20,Farmer,,Black,,,,false,false,,1,3,
Carpenter,Thomas,,29,C.,"Darien, Connecticut",12/14/1863,Bridgeport,,33,Laborer,Married,Black,,,,false,false,,1,3,
Carpenter,William,,29,B.,"Frederick, Maryland",12/10/1863,Norwich,,18,Farmer,,Colored,,,,false,false,,1,3,
Carrol,Edward,C.,29,E.,"Chambersburg, Pennsylvania",12/22/1863,Norwich,,19,Laborer,,Colored,,,,true,false,,1,3,
Carrol,John,,29,H.,"Prince George County, Maryland",1/2/1864,Norwich,,22,Farmer,,Colored,,,,false,false,,1,3,
Carter,Charles,,29,F.,"Litchfield, Connecticut",10/29/1863,Litchfield,,18,Laborer,,Black,,,,true,false,,1,3,
Carter,George,,30,B.,"Harrisburg, Pennsylvania",2/16/1864,Hartford,,21,Bartender,Unmarried,Black,,,,false,false,,1,3,
Chapman,Howard,,29,,"Seymour, Connecticut",1/4/1865,New Haven,,30,Farmer,Married,Black,,,,false,false,,1,3,
Chase,William,,29,G.,Virginia,12/23/1863,Hartford,Windsor,21,Farmer,Unmarried,Black,,,,true,false,,1,3,
Chevers,Berry,,29,F.,"Halifax, North Carolina",12/18/1863,Hartford,Hartford,29,Cook,Unmarried,Black,,,,true,false,,1,3,
Chippie,David,,29,F.,Delaware,12/21/1863,New Haven,Hartford,43,Cook,,Black,,,,true,false,,1,3,
Chase,George,,31,,"Port au Prince, Haiti",11/21/1864,Bridgeport,,26,Waiter,,Black,,,,false,true,John S. may of Bridgeport,1,3,
Chippey,Alonzo,,29,F.,Pennsylvania,12/21/1863,New Haven,Old Saybrook,18,Waiter,,Black,,,,true,false,,1,3,
Chisen,Samuel,,30,C.,"Charleston, South Carolina",1/23/1864,Norwich,,27,Laborer,,,,,,false,false,,1,3,
Christian,Samuel,,30,D.,Virginia,2/4/1864,Hartford,East Granby,19,Farmer,Unmarried,Black,,,,false,false,,1,3,
Christian,Thomas,,29,E.,"Washington, D.C.",12/23/1863,New Haven,Madison,19,Waiter,,Black,,,,false,false,,1,3,
Clagett,Louis,A.,29,K.,New York,1/5/1864,Bridgeport,,43,Farmer,Married,Black,,,,true,false,,1,3,
Clark,Charles,H.,30,D.,"Baltimore, Maryland",2/10/1864,Bridgeport,,43,Cook,Single,Black,,,,false,false,,1,3,
Clark,George,,29,,"Philadelphia, Pennsylvania",4/20/1864,Hartford,Hartford,23,Seaman,Unmarried,Black,,,,false,false,,1,3,
Clark,Robert,,29,,Jamaica,12/1/1864,New Haven,,21,Seaman,,Black,,,,false,true,G. Edward Hine of New Haven,1,3,
Clark,John,,29,,New Brunswick,8/25/1864,Bridgeport,,26,Laborer,,Black,,,,false,true,William H. Thorpe of Fairfield,1,3,
Clarke,Nicholas,,30,D.,"Louisville, Kentucky",3/28/1864,New Haven,Chatham,26,Farmer,,Black,,,,false,false,,1,3,
Cline,John,H.,29,I.,Pennsylvania,1/1/1864,Bridgeport,,22,Laborer,Single,Black,,,,true,false,,1,3,
Closson,William,,29,,"Fishkill, New York",11/19/1863,Hartford,Hartford,36,Farmer,Married,Black,,,,false,false,,1,3,
Cleveland,Francis,,29,E.,"Sacketts Harbor, New York",12/23/1863,New Haven,Easton,42,Basketmaker,,Black,,,,true,false,,1,3,
Clinton,Samuel,,29,C.,"Philadelphia, Pennsylvania",11/30/1863,Hartford,Hartford,24,Barber,Unmarried,Black,,,,true,false,,1,3,
Coates,James,A. J.,29,G.,"Baltimore, Maryland",12/26/1863,New Haven,New London,37,Sailor,,Black,,,,false,false,,1,3,
Coconin,John,B.,29,G.,"New Haven, Connecticut",12/22/1863,New Haven,New Haven,30,Laborer,,Black,,,,false,false,,1,3,
Coffin,Abraham,P.,29,F.,"Ghent, New York",12/21/1863,New Haven,Greenwich,43,Farmer,,Black,,,,false,false,,1,3,
Cole,Robert,,29,B.,Virginia,12/10/1863,Norwich,,21,Waiter,,Colored,,,,false,false,,1,3,
Coleman,Walter,P.,29,K.,"Clarksville, Tennessee",1/8/1864,Hartford,Mansfield,36,Brickmason,Unmarried,Black,,,,false,false,,1,3,
Coconin,William,,29,G.,New Jersey,1/16/1865,New Haven,New Haven,39,Laborer,,Black,,,,true,false,,1,3,
Coley,John,M.,29,E.,"Redding, Connecticut",12/23/1863,Bridgeport,,39,Farmer,Married,Black,,,,false,false,,1,3,
Chatfield,Oliver,B.,29,B.,"Woodbury, Connecticut",12/5/1863,Bridgeport,,42,Farmer,,Black,,,,true,false,,1,3,
Collins,Francis,,29,G.,"Kinderhook, New York",12/24/1863,Hartford,Suffield,18,Farmer,Unmarried,Black,,,,false,false,,1,3,
Collins,George,,29,A.,Alabama,12/4/1863,New Haven,Madison,26,Barber,Single,Black,,,,false,false,,1,3,
Collins,Leonard,,29,C.,New York,12/14/1863,Hartford,Suffield,21,Wagon Maker,Unmarried,Black,,,,false,false,,1,3,
Collins,Phillip,,29,C.,"Kinderhook, New York",12/11/1863,Hartford,Suffield,18,Farmer,Unmarried,Black,,,,false,false,,1,3,
Collins,Samuel,,29,C.,"Poughkeepsie, New York",12/14/1863,Hartford,Suffield,21,Farmer,Unmarried,Black,,,,false,false,,1,3,
Colton,Henry,C.,29,A.,"Hartford, Connecticut",12/2/1863,Hartford,New Hartford,24,Farmer,Married,Black,,,,true,false,,1,3,
Colwell,Jacob,,29,I.,"Camden, North Carolina",1/4/1864,New Haven,New Haven,35,Laborer,,Black,,,,false,false,,1,3,
Congdon,Elisha,H.,29,,Connecticut,8/31/1864,Norwich,,18,Farmer,,Colored,,,,false,true,Alfred A. Talbot of Brooklyn,1,3,
Conklin,David,,29,G.,"Port Chester, New York",12/29/1863,Bridgeport,,18,Laborer,Single,Black,,,,false,false,,1,3,
Camell,John,,30,D.,Washington D.C.,2/8/1864,Hartford,East Granby,23,Farmer,Married,Black,,,,false,false,,1,3,
Camell,John,,30,D.,Washington D.C.,2/8/1864,Hartford,East Granby,23,Farmer,Married,Black,,,,false,false,,1,3,
Conrad,Arthur,,30,,"New Orleans, Louisiana",4/14/1864,New Haven,New Haven,22,Barber,Married,Black,,,,false,false,,1,3,
Cook,Abraham,,30,F.,Delaware,3/16/1864,Hartford,Suffield,35,Farmer,Married,Black,,,,false,false,,1,3,
Cook,James,,29,I.,"Mount B, Virginia",1/1/1864,Hartford,Farmington,21,Laborer,Single,Black,,,,false,false,,1,3,
Cooper,Frederick,,30,D.,"Lancaster, Pennsylvania",2/9/1864,New Haven,New Haven,23,Laborer,Single,Black,,,,true,false,,1,3,
Cooper,Thomas,E.,29,F.,"Philadelphia, Pennsylvania",12/181863,New Haven,,40,Barber,,Black,,,,false,false,,1,3,
Copes,Nelson,R.,29,E.,"Cheshire, Connecticut",12/19/1863,Bridgeport,,27,Waiter,Single,Black,,,,true,false,,1,3,
Copelin,Richard,G.,29,C.,"Richmond, Virginia",12/14/1863,Bridgeport,,29,Laborer,Single,Black,,,,true,false,,1,3,
Corcoran,James,,30,,"New York, New York",3/21/1864,New Haven,Portland,23,Stone Cutter,Single,Black,,,,false,false,,1,3,
Cornell,Duman,H.,29,E.,"New York, New York",12/23/1863,Hartford,Hartford,18,Waiter,Unmarried,Black,,,,false,false,,1,3,
Cornell,Hiram,,29,K,"Bedford, New York",1/4/1864,Bridgeport,,42,Laborer,Widower,Black,,,,true,false,,1,3,
Cornelius,Thomas,,30,C.,New York,3/26/1864,Hartford,East Granby,34,Farmer,Married,Black,,,,false,false,,1,3,
Cornish,John,,29,,Jamaica,12/22/1864,New Haven,,23,Cook,,Black,,,,false,true,"Noah P. Wilcox of Haddam, CT",1,3,
Cosden,Charles,H.,29,G.,"Dover, Delaware",12/29/1863,New Haven,Bethany,23,Hostler,,Black,,,,false,false,,1,3,
Cowes,John,,29,A.,"New Haven, Connecticut",11/18/1863,New Haven,New Haven,20,Carriage Maker,,Black,,,,true,false,,1,3,
Cowles,Jesse,,29,F.,"Virginia, Virginia",11/30/1863,Hartford,West Hartford,18,Farmer,Single,Black,,,,false,false,,1,3,
Coy,Granville,,30,D.,"New Milford, Connecticut",3/14/1864,New Haven,Meriden,19,Farmer,,Yellow,,,,true,false,,1,3,
Coe,Henry,,30,,"New Haven, Connecticut",3/21/1864,New Haven,New Haven,24,Waiter,Single,Black,,,,true,false,,1,3,
Cox,Richard,M.,29,K.,"Charlottsville, Virginia",1/9/1864,New Haven,East Haven,34,Farmer,,Yellow,,,,true,false,,1,3,
Cox,William,H.,30,C.,"Kingston, North Carolina",1/4/1864,New London,New London,23,Blacksmith,,Dark,,,,true,false,,1,3,
Cozen,Josiah,,30,B.,"Brownstown, Indiana",1/13/1864,New Haven,Guilford,32,Farmer,,Black,,,,true,false,,1,3,
Craig,McCalister,,30,D.,"Fauquier, Virginia",2/9/1864,New Haven,New Haven,37,Shoe Maker,,Black,,,,false,false,,1,3,
Crier,John,,29,,Maryland,11/5/1864,Hartford,,22,Farmer,Unmarried,Brown,,,,false,false,,1,3,
Crabtree,Charles,,30,D.,New York,2/9/1864,Hartford,Stafford,37,H-Doctor,Unmarried,Black,,,,true,false,,1,3,
Cromwell,Charles,,29,I.,"Eaton Town, New Jersey",12/30/1863,Hartford,Tolland,30,Farmer,Married,Black,,,,false,false,,1,3,
Cromwell,James,V.,29,A.,"New York, New York",11/23/1863,New Haven,,26,Barber,,Yellow,,,,true,false,,1,3,
Crosby,William,,31,,West Indies,12/15/1864,New Haven,,24,Seaman,,Black,,,,false,true,Alvan C. Eggleston of Guilford,1,3,
Cross,Joseph,O,29,H.,"Griswold, Connecticut",12/31/1863,Norwich,,30,Carpenter,,Colored,,,,true,false,,1,3,
Cuffey,Robert,,29,,Canada,8/13/1864,Bridgeport,,23,Sailor,,Black,,,,true,true,Lewis Caitlin of Harwinton,1,3,
Cunningham,Alexander,,30,B.,"Spartansburg, South Carolina",1/13/1864,New Haven,Guilford,22,Teamster,,Black,,,,false,false,,1,3,
Curliss,George,L.,29,B.,"Smithfield, Rhode Island",12/8/1863,Norwich,,36,Shoemaker,,Black,,,,true,false,,1,3,
Curtis,Robert,,30,C.,Maryland,1/22/1864,New Haven,East Haven,30,Laborer,,Black,,,,true,false,,1,3,
Cushing,George,,29,,California,1/7/1864,New Haven,Chatham,19,Seaman,,Black,,,,false,false,,1,3,
Custy,Joseph,,31,,Louisiana,12/18/1864,Hartford,,20,Sailor,,Black,,,,false,true,Joseph Nichols of Tolland,1,3,
Custaloe,Samuel,,29,K.,"Cincinatti, Ohio",1/9/1864,New Haven,,25,Painter,,Black,,,,true,false,,1,3,
Daly,Lewis,,29,G.,"Woodstock, Connecticut",12/28/1863,Norwich,,22,Farmer,,Colored,,,,true,false,,1,4,
Daniel,Alfred,,29,K.,"Nettleton, Delaware",1/7/1864,New Haven,Guilford,23,Farmer,,Black,,,,false,false,,1,4,
Daniels,Josiah,H.,30,C.,"Camden, New Jersey",1/2/1864,New Haven,Branford,26,Teamster,,Black,,,,false,false,,1,4,
Darrel,James,W.,30,B.,"Stonington, Connecticut",1/4/1864,New London,,18,Seaman,,Dark,,,,false,false,,1,4,
Davis,George,P.,29,H.,"Hampton, Connecticut",1/2/1864,Norwich,,20,Coachman,,Colored,,,,false,false,,1,4,
Davis,Gilbert,,29,E.,"New Brunswick, New Jersey",12/22/1863,New Haven,,20,Sailor,,Black,,,,false,false,,1,4,
Davis,Henry,,29,G.,"Adams County, Pennsylvania",12/24/1863,Norwich,,20,Barber,,Colored,,,,false,false,,1,4,
Davis,Isaac,,29,B.,"Jersey City, New Jersey",12/9/1863,Norwich,,18,Farmer,,Colored,,,,false,false,,1,4,
Davis,Jesse,W.,29,F.,South Carolina,1/5/1864,Bridgeport,,36,Farmer,Married,Black,,,,true,false,,1,4,
Davis,Job,A.,29,H.,"Lisbon, Connecticut",1/2/1864,Norwich,,24,Barber,,Colored,,,,true,false,,1,4,
Davis,John,,29,,England,8/8/1864,Hartford,,19,Farmer,,Black,,,,false,true,George  E. Abbe of East Windsor,1,4,
Davis,John,,30,B.,Virginia,3/28/1864,Hartford,Hartford,32,Painter,Married,Black,,,,true,false,,1,4,
Davis,John,W.,29,,"Washington, D.C.",1/5/1864,Hartford,,19,Farmer,,Black,,,,false,false,,1,4,
Davis,Joseph,A.,29,E.,"Lebanon, Connecticut",12/18/1863,Hartford,,28,Farmer,,Colored,,,,true,false,,1,4,
Davis,Manoth,,30,C.,"Newark, New Jersey",1/27/1864,Hartford,Hartford,20,Farmer,Unmarried,Black,,,,false,false,,1,4,
Davis,Phillip,,29,H.,"Georgetown, Delaware",12/24/1863,Norwich,,38,Farmer,,Colored,,,,false,false,,1,4,
Davis,Thomas,,29,C.,"Shrewsbury, New Jersey",1/8/1864,Hartford,Hartford,39,Driver,Unmarried,Black,,,,true,false,,1,4,
Davis,William,H.,30,C.,"Washington, D.C.",1/19/1864,Norwich,,23,Coachman,,Colored,,,,false,false,,1,4,
Davis,William,,29,,"Boston, Massachusetts",12/9/1863,New Haven,,29,Sailor,,Black,,,,true,false,,1,4,
Day,Samuel,,29,,Jamaica,9/7/1864,Norwich,,25,Sailor,,Colored,,,,false,true,Charles C. Davis of Preston,1,4,
Day,Samuel,J.,30,,"Goshen, New York",12/30/1863,New Haven,Haddam,19,Farmer,,Black,,,,false,false,,1,4,
Deberty,Henry,,29,G.,"Milford, Delaware",12/24/1863,New Haven,Norwalk,37,Sailor,,Black,,,,false,false,,1,4,
Debois,George,S.,30,B.,"Goshen, New York",1/6/1864,New London,Norwich,18,Laborer,,Dark,,,,false,false,,1,4,
Dee,Joseph,D.,30,B.,"Hartford, Connecticut",12/28/1863,Hartford,Tolland,18,Farmer,,Dark,,,,false,false,,1,4,
DeGraff,Elias,,29,E.,"Viena, New York",12/19/1863,Hartford,Suffield,19,Teamster,Unmarried,Black,,,,false,false,,1,4,
Delancy,George,,29,,Virginia,11/17/1864,Hartford,East Windsor,22,Waiter,Unmarried,Black,,,,false,false,,1,4,
Delany,John,,30,F.,"Fairfax, Virginia",4/4/1864,New Haven,New Haven,30,Laborer,,Black,,,,false,false,,1,4,
Delon,John,,29,B.,"New Hartford, Connecticut",11/23/1863,New Haven,Orange,25,Laborer,,Black,,,,true,false,,1,4,
Demarest Jr.,Henry,,30,B.,"Hackensack, New Jersey",1/5/1864,New London,Stonington,27,Truckman,,Dark,,,,true,false,,1,4,
Demas,Henry,,30,D.,Virginia,2/4/1864,Hartford,East Granby,18,Farmer,Unmarried,Black,,,,false,false,,1,4,
Demby,William,,29,I.,Delaware,1/2/1864,New Haven,Branford,44,Laborer,,Black,,,,false,false,,1,4,
Demmary,Joseph,,29,E.,,12/19/1863,Hartford,Suffield,43,Farmer,Married,Black,,,,true,false,,1,4,
Domingo,Charles,,29,H.,Africa,3/1/1864,New Haven,Seymour,25,Sailor,,Black,,,,false,false,,1,4,
Deming,George,A.,29,K.,"Bridgeport, Connecticut",1/5/1864,New Haven,,29,Grinder,,Black,,,,false,false,,1,4,
Demise,Francis,,29,,"Norwalk, Connecticut",1/2/1864,Bridgeport,,31,Laborer,Married,Black,,,,false,false,,1,4,
Demming,Richard,,29,B.,"Wethersfield, Connecticut",12/14/1863,Hartford,Wethersfield,19,Farmer,Unmarried,Black,,,,false,false,,1,4,
Dennis,Charles,,30,D.,"New Haven, Connecticut",7/16/1864,Hartford,Berlin,21,Teamster,Unmarried,Black,,,,false,false,,1,4,
Dennis,John,,29,F.,"Drummond, Virginia",12/19/1863,Hamden,Hamden,19,Farmer,,Colored,,,,false,false,,1,4,
Deo,William,,29,C.,"East Haddam, Connecticut",12/14/1863,Hartford,New Britain,25,Hostler,Unmarried,Black,,,,false,false,,1,4,
Devonshire,Henry,A.,29,A.,"Monroe, Connecticut",12/23/1863,New Haven,,41,Porter,,Black,,,,true,false,,1,4,
Depth,Charles,,29,,"Long Island, New York",9/20/1864,Hartford,Rocky Hill,19,Waiter,Unmarried,Black,,,,true,false,,1,4,
Derrel,Jacob,,29,G.,"Jamaica, New York",12/24/1863,New Haven,,43,Farmer,,Black,,,,false,false,,1,4,
Durham,William,H.,29,G.,"Attleboro, Pennsylvania",12/26/1863,Hartford,Suffield,40,Laborer,Married,Black,,,,false,false,,1,4,
Derling,Aaron,,31,,Canada,11/4/1864,Hartford,,28,Shoe Maker,,Black,,,,true,true,George W. Pomroy of Hartford,1,4,
Dullivan,Henry,,29,G.,"Wilton, Connecticut",12/28/1863,Bridgeport,,44,Sailor,Married,Black,,,,false,false,,1,4,
Demond,Henry,,29,G.,"Little York, Pennsylvania",12/26/1863,Hartford,Enfield,19,Laborer,Unmarried,Black,,,,false,false,,1,4,
DeVille,Robert,,30,F.,"Marlboro, Maryland",2/22/1864,New Haven,Seymour,25,Laborer,,Black,,,,false,false,,1,4,
Dexter,Adolphus,,29,,West Indies,1/14/1864,New Haven,Groton,28,Cook,,Black,,,,false,false,,1,4,
Dewey,William,,29,F.,"Baton Rouge, Louisiana",12/22/1863,Hartford,Hartford,18,Farmer,,Black,,,,false,false,,1,4,
Dickenson,Anthony,G.,29,F.,"Hackensack, New Jersey",12/23/1863,Bridgeport,,24,Laborer,Married,Black,,,,false,false,,1,4,
Dickenson,William,,29,C.,"Phoenix, New York",12/11/1863,Hartford,Suffield,21,Boatman,Married,Black,,,,false,false,,1,4,See: William Dixon
Dixon,William,,29,C.,"Phoenix, New York",12/11/1863,Hartford,Suffield,21,Boatman,Married,Black,,,,false,false,,1,4,See: William Dickinson
Dickson,Richard,,30,,"Shawneetown, Illinois",1/13/1864,New Haven,Guilford,38,Boatman,Single,Black,,,,false,false,,1,4,
Didymus,Samuel,,29,A.,"New Haven, Connecticut",11/25/1863,New Haven,New Haven,33,Seaman,,Black,,,,true,false,,1,4,
Didymus,John,,29,I.,"New Haven, Connecticut",1/5/1864,New Haven,New Haven,20,Harness Maker,,Black,,,,true,false,,1,4,
Dunham,Joseph,,29,E.,"New Market, New Jersey",12/19/1863,Hartford,Enfield,21,Farmer,Married,Black,,,,false,false,,1,4,
Dimock,Daniel,W.,29,,"South Coventry, Connecticut",2/16/1864,Coventry,Coventry,29,Farmer,Married,Fair,,,,true,false,,1,4,
Dingle,Amster,C.,29,,Delaware,12/18/1863,New Haven,Middletown,25,Sailor,,Black,,,,true,false,,1,4,
Ditmus,Edward,A.,29,H.,"Cranberry, New Jersey",1/2/1864,Norwich,,22,Laborer,,Colored,,,,true,false,,1,4,
Dixon,Frederick,,30,D.,"Baltimore, New York",2/11/1864,Hartford,Vernon,20,Boatman,Unmarried,Black,,,,false,false,,1,4,
Dockhirty,Charles,,29,H.,Pennsylvania,1/2/1864,Hartford,Vernon,33,Shipman,Unmarried,Black,,,,true,false,,1,4,
Dolan,Frank,,29,E.,"Ruan County, North Carolina",12/18/1863,Norwich,,22,Farmer,,Colored,,,,false,false,,1,4,
Dorkins,William,,30,C.,"Harrisburg, Pennsylvania",1/20/1864,New London,Norwich,18,Waiter,,Dark,,,,false,false,,1,4,
Dorrill,Charles,O.,29,F.,"Stonington, Connecticut",10/20/1863,New Haven,,19,Sailor,,Mulatto,,,,true,false,,1,4,
Dorsey,James,,30,B.,"Harrisburgh, Pennsylvania",1/12/1864,New London,Montville,42,Farmer,,Dark,,,,false,false,,1,4,
Douglass,Chauncey,,29,C.,"Norwich, Connecticut",12/7/1863,Hartford,Hartford,30,Hostler,Married,Black,,,,true,false,,1,4,
Douglass,George,,29,,Virginia,11/10/1864,New Haven,,21,Farmer,,Black,,,,false,true,Frances H. Hills of New Haven,1,4,
Douglass,Thomas,,31,,Canada,12/30/1864,Bridgeport,,21,Boatman,,Dark,,,,true,true,James A. Morris of Bridgeport,1,4,
Downs,William,H.,29,,Canada,8/8/1864,Bridgeport,,26,Farmer,,Black,,,,false,true,William Bains of Monroe,1,4,possibly baird spelling
Drake,Lewis,O.,29,E.,New York,12/18/1863,Bridgeport,,21,Laborer,Single,Black,,,,false,false,,1,4,
Drew,Samuel,,30,,"Worcester, Massachusetts",4/5/1864,Hartford,Hartford,30,Barber,Married,Black,,,,true,false,,1,4,
Dubois,John,F.,29,H.,"Marlborough, New York",12/30/1863,New Haven,Hamden,33,Boatman,,Black,,,,false,false,,1,4,
Duckrey,John,,30,B.,"Mount Pleasant, Delaware",1/11/1864,Hartford,Hartford,20,Laborer,Unmarried,Black,,,,false,false,,1,4,
Duff,John,,29,K.,Delaware,1/5/1864,Norwich,,31,Sailor,,Colored,,,,false,false,,1,4,
Dullivan,Samuel,,29,G.,"Wilton, Connecticut",12/28/1863,Bridgeport,,45,Laborer,Married,Black,,,,false,false,,1,4,
Dunbar,Alonzo,,29,,"Kent, Connecticut",12/31/1863,New Haven,Bristol,21,Farmer,,Black,,,,false,false,,1,4,
Dunton,Peter,,29,I.,"East Haven, Connecticut",1/5/1864,New Haven,East Haven,19,Oysterman,,Black,,,,false,false,,1,4,
Duncan,Samuel,,29,K.,"Fredericksburg, Maryland",1/5/1864,Bridgeport,,25,Barber,Single,Black,,,,true,false,,1,4,
Durdan,James,,29,,Virginia,9/17/1864,Norwich,,18,Farmer,,Colored,,,,false,true,Charles Ray of Canterbury,1,4,
Durell,Elias,,30,C.,"Jamaica, Long Island",1/12/1864,New Haven,,44,Farmer,,Black,,,,true,false,,1,4,
Durlin,Seneca,,30,B.,New York,1/12/1864,Hartford,Coventry,28,Farmer,Single,Black,,,,false,true,,1,4,
Dutton,Rodman,,30,,"Springfield, New Jersey",1/9/1864,New London,,39,Carpenter,Not Married,Dark,,,,true,false,,1,4,
DeWitt,Simon,M.,29,E.,"New York, New York",12/23/1863,Bridgeport,,36,Laborer,Married,Black,,,,false,false,,1,4,
Eastern,Charles,,31,,Canada,12/30/1864,New Haven,,21,Waiter,,Black,,,,false,true,Clarke Stowe of Milford,1,5,possibly Easton
Edwards,Abram,,30,D.,"Lawrence County, Mississippi",1/29/1864,New Haven,New Haven,23,Waiter,,Black,,,,false,false,,1,5,
Edwards,Henry,W.,29,A.,"Hartford, Connecticut",11/23/1863,New Haven,New Haven,24,Laborer,,Yellow,,,,true,false,,1,5,
Edwards,James,,29,,Africa,12/8/1864,New Haven,,23,Boatman,,Black,,,,false,true,Edward F. Bassett of Seymour,1,5,
Edwards,James,,29,G.,"Litchfield, Connecticut",12/28/1863,New Haven,Litchfield,25,Farmer,,Black,,,,true,false,,1,5,
Edwards,John,,29,B.,Virginia,8/25/1864,Norwich,,18,Laborer,,Colored,,,,true,true,Henry R. Edgecomb of North Stonington,1,5,
Edwards,William,,30,B.,"New York, New York",1/4/1864,New London,East Lyme,18,Mariner,,Dark,,,,true,false,,1,5,
Elkey,John,,29,C.,"North Granby, Connecticut",12/1/1863,Hartford,Granby,29,Farmer,Married,Black,,,,true,false,,1,5,
Elling,Samuel,,29,G.,"Ulster County, New York",12/28/1863,Norwich,,21,Farmer,,Colored,,,,false,false,,1,5,
Ellis,Charles,,29,,Virginia,8/24/1864,New Haven,,23,Laborer,,Copper,,,,false,true,Julius W. Menson of Wallingford,1,5,
Ellis,Henry,,30,C.,Virginia,4/5/1864,Hartford,Hartford,21,Farmer,Unmarried,Black,,,,false,false,,1,5,
Ellis,Joseph,,29,A.,Virginia,12/30/1863,Bridgeport,,29,Laborer,Married,Black,,,,false,false,,1,5,
Emmons,Daniel,,29,K.,"Buckingham, Pennsylvania",1/7/1864,Norwich,,21,Farmer,,Colored,,,,false,false,,1,5,
Emory,James,,29,K.,"Newcastle, Delaware",1/7/1864,New Haven,Chatham,26,Carpenter,,Black,,,,false,false,,1,5,
Ersic,Wilson,,29,B.,Virginia,11/24/1863,Stamford,,21,Sailor,,Black,,,,false,false,,1,5,possible surname: Essex
Evans,Charles,H.,29,K.,"Newark, Delaware",1/9/1864,New Haven,Groton,27,Farmer,,Black,,,,false,false,,1,5,
Evans,George,,30,B.,"Colchester, Connecticut",1/4/1864,New London,Colchester,31,Farmer,,Black,,,,false,false,,1,5,
Evans,James,,29,I.,North Carolina,12/31/1863,Bridgeport,,33,Laborer,Single,Black,,,,false,false,,1,5,
Fagan,Sanford,,29,,Connecticut,8/15/1864,Norwich,,29,Sailor,,Colored,,,,false,false,Seth Maim of Preston,1,6,indian
Fairchild,Charles,L.,29,F.,"Newtown, Connecticut",12/17/1863,Hartford,Enfield,20,Farmer,Unmarried,Black,,,,false,false,,1,6,
Fantroy,Emmanuel,,29,K.,"Westmoreland County, Virginia",3/5/1864,New Haven,Orange,20,Farmer,,Black,,,,false,false,,1,6,possibly Fautroy
Farro,Stephen,,29,H.,"Long Island, New York",12/ 30/1863,Bridgeport,,40,Farmer,Married,Dark,,,,false,false,,1,6,possibly Farrow
Farroll,John,,31,,Alabama,11/23/1864,Hartford,,23,Steward,,Black,,,,true,true,James L. Downer of Columbia,1,6,
Fatty,Philip,,29,,Canada,9/6/1864,Hartford,Glastonbury,19,Farmer,Unmarried,Black,,,,true,false,,1,6,
Feeler,Robert,H.,29,I.,"Kinderhook, New York",1/5/1864,New Haven,Durham,36,Farmer,,Black,,,,true,false,,1,6,
Fells,William,,30,K.,"Petersburg, Virginia",3/5/1864,New Haven,Orange,20,Laborer,,Black,,,,false,false,,1,6,
Fisher,Frank,,29,,"Camden, New Jersey",12/3/1864,New Haven,East Haven,23,Waiter,Single,Black,,,,true,false,,1,6,
Fisher,George,W.,30,B.,"Chester County, Pennsylvania",1/6/1864,New London,Stonington,42,Seaman,,Dark,,,,true,false,,1,6,
Fisher,George,W.,30,B.,"Baltimore, Maryland",1/11/1864,Norwich,,33,Waiter,,Colored,,,,true,false,,1,6,
Fisher,Isaac,J.,29,K.,"Salem County, New Jersey",1/9/1864,Norwich,,43,Farmer,,Colored,,,,false,false,,1,6,
Fisher,John,,29,,"Portland, Maine",11/4/1864,Hartford,Stafford,22,Sailor,Unmarried,Brown,,,,true,false,,1,6,
Fisher,Thomas,,29,,"Portland, Maine",11/4/1864,Hartford,Stafford,42,Sailor,Unmarried,Brown,,,,true,false,,1,6,
